customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
IM55696,California,5264,High School or Below,F,24031,66,0,Personal Auto,316,Four-Door Car
UD99395,Oregon,4474,High School or Below,M,84927,112,0,Personal Auto,537,SUV
PA90653,Oregon,21578,Bachelor,F,0,72,0,Corporate Auto,510,Two-Door Car
WE64939,California,2902,College,F,23893,73,0,Personal Auto,186,Four-Door Car
KC67652,Arizona,10876,Doctor,M,71255,138,0,Personal Auto,138,Luxury
FQ33633,Nevada,4413,College,F,37697,112,0,Personal Auto,38,SUV
QS23134,Arizona,12504,College,M,33746,106,0,Personal Auto,508,Two-Door Car
EZ70589,Washington,7462,College,F,70263,93,0,Personal Auto,7,Two-Door Car
KT91115,Oregon,4690,Bachelor,M,43367,118,0,Personal Auto,1026,Four-Door Car
RS66246,California,2943,High School or Below,F,0,81,0,Personal Auto,388,Two-Door Car
YX72707,Oregon,5003,Doctor,F,0,66,1,Personal Auto,445,Four-Door Car
LJ79533,Nevada,13466,High School or Below,F,11432,119,0,Special Auto,571,SUV
JQ95021,California,3386,College,M,67249,86,0,Special Auto,33,Four-Door Car
ET88948,California,5503,Bachelor,F,76839,68,0,Personal Auto,326,Four-Door Car
GW43195,Oregon,25807,College,F,71210,214,1,Personal Auto,1027,Luxury
MQ54182,California,4739,Bachelor,F,49447,119,2,Personal Auto,762,Four-Door Car
WM39308,Nevada,15777,High School or Below,F,98713,65,0,Personal Auto,289,Two-Door Car
DK20428,Oregon,2619,Bachelor,M,26094,67,0,Personal Auto,2,Two-Door Car
IZ67803,California,15445,Master,M,26990,65,1,Personal Auto,297,Four-Door Car
VW65351,Washington,3355,College,F,46644,84,0,Personal Auto,150,Four-Door Car
SY36127,California,2874,Master,F,33462,72,0,Personal Auto,112,Four-Door Car
LA20890,Oregon,2846,Bachelor,F,66880,71,0,Personal Auto,340,Four-Door Car
EP48362,Arizona,23813,Bachelor,M,88680,66,0,Personal Auto,201,Four-Door Car
BI46495,Oregon,5313,High School or Below,M,0,79,0,Corporate Auto,568,Two-Door Car
ON91363,Washington,3730,College,M,75132,93,2,Personal Auto,446,Four-Door Car
TG95261,California,9031,Master,F,0,122,0,Personal Auto,650,Luxury
EE59791,California,5931,High School or Below,F,56617,74,0,Personal Auto,355,Four-Door Car
IV84135,California,9429,College,F,75638,83,4,Personal Auto,108,Four-Door Car
TE11374,California,7613,Bachelor,F,24982,109,4,Personal Auto,523,SUV
GH12466,Washington,3313,High School or Below,F,40348,83,0,Personal Auto,26,Four-Door Car
PC43437,Arizona,7317,College,F,24083,63,1,Personal Auto,340,Four-Door Car
PW98890,Oregon,2665,Bachelor,F,81538,66,0,Personal Auto,272,Four-Door Car
BQ94892,Oregon,3230,College,M,62873,81,0,Personal Auto,207,Four-Door Car
LA33814,Oregon,17367,High School or Below,M,66245,145,0,Personal Auto,181,SUV
WM87004,Oregon,10595,Bachelor,M,0,102,0,Personal Auto,734,SUV
OL28902,California,5999,College,M,26303,165,0,Personal Auto,956,SUV
VW88885,California,17006,Bachelor,F,58620,71,0,Corporate Auto,340,Four-Door Car
OQ51004,California,3954,Bachelor,M,18375,103,0,Personal Auto,535,Luxury
GJ88864,Nevada,3589,College,F,30944,92,0,Personal Auto,348,Four-Door Car
AF69537,Arizona,7329,College,M,59630,185,0,Personal Auto,888,SUV
TX11163,Nevada,7380,Bachelor,F,53957,184,0,Corporate Auto,61,Luxury
FG43850,Oregon,7472,High School or Below,M,44385,97,0,Corporate Auto,465,Four-Door Car
WY37677,Oregon,8500,High School or Below,M,0,119,0,Personal Auto,856,Luxury
WY80801,California,19357,High School or Below,F,25561,163,0,Corporate Auto,983,SUV
GZ90429,California,5846,High School or Below,M,85956,145,0,Corporate Auto,510,SUV
SX89429,Arizona,2231,High School or Below,F,0,61,1,Personal Auto,311,Four-Door Car
FW35631,Oregon,4864,Bachelor,M,37406,122,1,Corporate Auto,1134,SUV
HM20848,California,4594,High School or Below,F,39053,114,0,Personal Auto,547,Luxury
FO49408,Oregon,3044,High School or Below,M,24475,84,3,Personal Auto,604,Four-Door Car
LL95376,Washington,2759,Bachelor,M,92296,69,0,Personal Auto,331,Two-Door Car
UK49045,Oregon,11064,High School or Below,M,29484,93,0,Personal Auto,446,Two-Door Car
JA24437,California,7555,College,M,0,114,0,Personal Auto,820,Four-Door Car
TU77462,Oregon,7469,College,M,48088,94,0,Personal Auto,134,Two-Door Car
DA26490,California,4920,Bachelor,M,21366,63,0,Personal Auto,302,Two-Door Car
JC37131,Arizona,12298,High School or Below,M,17101,113,0,Special Auto,542,SUV
YZ77792,Washington,4630,High School or Below,F,0,64,0,Personal Auto,460,Four-Door Car
AH53588,California,4636,College,M,26802,66,1,Personal Auto,316,Two-Door Car
QV89018,Arizona,20467,High School or Below,M,89025,64,0,Personal Auto,179,Four-Door Car
SY95534,California,3792,Bachelor,M,0,104,0,Personal Auto,748,SUV
YT37186,California,17526,Bachelor,F,52228,220,1,Personal Auto,1056,Luxury
DY81347,California,4715,High School or Below,F,0,126,0,Personal Auto,694,SUV
VH45074,California,2288,College,M,0,63,0,Personal Auto,344,Four-Door Car
BF45697,California,5670,College,M,83086,71,3,Personal Auto,320,Four-Door Car
RY27018,Washington,7228,High School or Below,M,53214,91,0,Personal Auto,436,Four-Door Car
YJ16163,Oregon,11009,Bachelor,F,51643,283,0,Special Auto,1358,Luxury
QM61543,Arizona,5639,High School or Below,M,73168,70,0,Corporate Auto,425,Four-Door Car
IU83998,Washington,11196,Bachelor,F,0,298,0,Personal Auto,2145,Luxury
NE29938,California,12840,College,F,0,90,0,Personal Auto,648,Two-Door Car
VQ57815,Oregon,8828,Doctor,M,61246,110,0,Personal Auto,159,Luxury
FF93355,Washington,13268,High School or Below,M,32762,112,0,Corporate Auto,326,Four-Door Car
MG12206,California,3728,College,M,0,69,5,Personal Auto,496,Two-Door Car
NE55975,Nevada,4983,High School or Below,F,0,133,0,Personal Auto,957,Luxury
BX70848,Washington,13727,College,M,0,126,0,Personal Auto,604,SUV
NJ88229,California,8343,College,F,64127,71,0,Personal Auto,72,Four-Door Car
QW31435,Oregon,7191,High School or Below,M,0,67,0,Personal Auto,308,Two-Door Car
DJ22229,Washington,13759,Bachelor,F,16794,96,0,Personal Auto,460,Four-Door Car
MB12747,Nevada,9788,Bachelor,M,31930,83,0,Personal Auto,37,Four-Door Car
XQ50187,Oregon,3360,Master,M,74918,85,0,Special Auto,314,Two-Door Car
WU62992,Oregon,4887,Bachelor,M,70742,124,1,Personal Auto,211,SUV
CE11667,Oregon,7582,College,M,64801,64,0,Corporate Auto,268,Four-Door Car
BP53979,California,2516,Bachelor,F,48829,64,1,Personal Auto,300,Four-Door Car
DM59806,California,3571,Doctor,F,73853,89,0,Personal Auto,427,Four-Door Car
LJ88616,Arizona,9868,High School or Below,M,0,99,0,Personal Auto,712,Four-Door Car
TC82133,Oregon,5375,Bachelor,M,66844,70,4,Personal Auto,104,Four-Door Car
NW65065,California,4254,High School or Below,F,11904,61,2,Corporate Auto,292,Two-Door Car
LS17120,California,3061,Bachelor,M,56869,83,3,Personal Auto,269,Four-Door Car
ZN96843,Arizona,2414,Bachelor,M,0,67,0,Personal Auto,482,Two-Door Car
HZ98935,Washington,4526,Bachelor,F,0,68,1,Personal Auto,326,Four-Door Car
WG51330,Arizona,5635,College,M,59325,71,0,Corporate Auto,229,Four-Door Car
DS58268,Arizona,8254,High School or Below,F,0,115,0,Corporate Auto,552,Luxury
SN27401,Washington,7320,High School or Below,M,0,112,1,Personal Auto,806,Two-Door Car
AI74959,California,3933,High School or Below,M,25927,103,0,Personal Auto,674,SUV
RC16862,Arizona,2433,College,M,0,71,0,Corporate Auto,493,Four-Door Car
YP19985,California,5706,Bachelor,M,83073,71,0,Corporate Auto,10,Two-Door Car
SY29553,Oregon,2585,High School or Below,F,0,73,2,Personal Auto,350,Four-Door Car
EM78211,Oregon,2659,College,F,0,87,3,Special Auto,420,Four-Door Car
JL70559,Arizona,5310,College,F,0,72,1,Personal Auto,345,Four-Door Car
IS95117,Arizona,5874,College,F,35301,74,0,Personal Auto,128,Four-Door Car
YU66872,California,8579,College,F,21829,111,0,Personal Auto,532,Luxury
WK62379,Washington,8903,Bachelor,F,15142,116,0,Personal Auto,792,Two-Door Car
WR85740,Arizona,8149,Doctor,F,0,71,0,Corporate Auto,340,Two-Door Car
YY58769,Arizona,2570,Bachelor,M,58498,67,3,Personal Auto,321,Four-Door Car
YK83904,Nevada,2585,High School or Below,F,64592,64,0,Personal Auto,307,Four-Door Car
IE36279,California,2844,Bachelor,M,80306,71,0,Corporate Auto,340,Two-Door Car
FT61724,California,4633,Bachelor,F,29105,117,0,Personal Auto,272,Luxury
YV63603,Arizona,6678,Bachelor,F,47137,84,0,Personal Auto,161,Four-Door Car
PT52001,Nevada,2222,College,F,0,62,0,Corporate Auto,446,Two-Door Car
FM83188,Washington,8522,Doctor,F,0,109,0,Corporate Auto,723,SUV
RN96985,Oregon,25082,High School or Below,F,0,100,0,Personal Auto,1000,SUV
OA59724,Washington,3479,College,F,66711,86,0,Corporate Auto,366,Two-Door Car
LY83340,Oregon,7851,High School or Below,F,48943,65,0,Corporate Auto,105,Two-Door Car
AX99820,Arizona,2509,Bachelor,F,0,71,0,Personal Auto,511,Four-Door Car
MH13358,Oregon,2854,High School or Below,F,34807,73,0,Personal Auto,472,Two-Door Car
UQ51981,Oregon,8879,High School or Below,F,52583,113,0,Personal Auto,528,SUV
JQ60102,California,8392,Master,M,0,111,0,Corporate Auto,617,Luxury
CB52667,Washington,5279,High School or Below,F,92589,65,0,Personal Auto,312,Four-Door Car
YP29527,Oregon,8272,College,M,96689,103,0,Personal Auto,37,Luxury
GW89349,Nevada,7662,High School or Below,M,0,73,0,Corporate Auto,525,Four-Door Car
ZD72991,California,4899,Doctor,M,76594,122,1,Personal Auto,832,SUV
CS51928,Arizona,4508,Bachelor,M,83777,112,0,Personal Auto,377,Luxury
IJ18945,Washington,3094,College,F,20954,78,0,Special Auto,534,Four-Door Car
EF21564,Nevada,4383,Master,M,84491,110,0,Personal Auto,156,SUV
AY35539,Oregon,2530,Bachelor,F,89451,63,0,Personal Auto,61,Four-Door Car
XJ96507,Arizona,8291,High School or Below,F,85132,106,5,Personal Auto,501,SUV
ZG95780,Arizona,8164,College,M,11193,114,0,Personal Auto,820,SUV
GI55977,Oregon,2337,High School or Below,F,28806,61,0,Personal Auto,292,Four-Door Car
BV63942,Washington,9002,High School or Below,M,76184,111,0,Corporate Auto,532,Two-Door Car
PF81183,California,5389,College,M,66429,136,0,Corporate Auto,57,Luxury
HV16877,California,2721,High School or Below,F,43278,68,0,Personal Auto,326,Four-Door Car
XO92596,California,6005,College,M,13528,86,0,Personal Auto,412,Four-Door Car
IQ73438,California,5555,Bachelor,M,74015,72,0,Personal Auto,471,Four-Door Car
FY74419,Nevada,5470,Bachelor,F,54507,138,0,Personal Auto,702,SUV
JQ30166,Oregon,15610,Master,F,0,119,5,Personal Auto,439,Four-Door Car
WC22220,Arizona,2616,College,M,72302,66,0,Corporate Auto,316,Two-Door Car
OT66924,Oregon,4681,Bachelor,F,14606,72,5,Personal Auto,439,Four-Door Car
UC21019,Arizona,4890,Master,M,0,68,0,Personal Auto,689,Four-Door Car
YW88487,Arizona,7457,College,F,43406,187,0,Personal Auto,897,Luxury
CA45756,Arizona,22185,Master,F,60426,62,0,Corporate Auto,133,Two-Door Car
JY42899,California,5305,Bachelor,M,26334,71,0,Personal Auto,340,Two-Door Car
KM72781,Washington,9470,College,F,22514,80,0,Personal Auto,203,Four-Door Car
DV62119,Arizona,3548,Doctor,F,76114,88,0,Personal Auto,422,Four-Door Car
DO12179,Oregon,2451,Bachelor,M,48791,62,3,Personal Auto,69,Two-Door Car
ER20865,California,8652,Bachelor,M,65605,111,2,Corporate Auto,377,Two-Door Car
YQ95507,Oregon,2535,High School or Below,F,69259,63,0,Personal Auto,362,Four-Door Car
VW65691,Oregon,4314,High School or Below,F,0,64,1,Personal Auto,460,Four-Door Car
LL55780,Oregon,6731,High School or Below,F,0,62,0,Corporate Auto,446,Four-Door Car
WK29536,Oregon,7779,Bachelor,F,90969,65,0,Personal Auto,190,Four-Door Car
UX87980,Nevada,2805,College,M,50180,77,3,Personal Auto,360,Four-Door Car
TJ68521,Washington,5251,Master,M,41991,67,0,Personal Auto,88,Four-Door Car
RJ57593,Arizona,8044,Bachelor,M,71391,67,0,Personal Auto,284,Four-Door Car
YI83073,California,4250,High School or Below,F,0,61,1,Personal Auto,292,Four-Door Car
QQ18636,Arizona,13891,College,F,70725,70,0,Corporate Auto,336,Four-Door Car
JV23769,Oregon,2725,Master,F,36650,69,1,Personal Auto,56,Four-Door Car
PA19547,Washington,4779,High School or Below,M,54194,119,1,Personal Auto,112,SUV
IH91478,Oregon,4808,Bachelor,F,23554,61,0,Personal Auto,142,Two-Door Car
OR78439,Arizona,8658,College,M,62464,109,0,Corporate Auto,400,Luxury
CW15758,Oregon,9215,College,F,71888,115,0,Personal Auto,552,SUV
RY26286,California,5068,College,M,80846,65,0,Corporate Auto,227,Four-Door Car
YP71513,Oregon,4879,College,M,0,67,0,Personal Auto,321,Four-Door Car
CJ51511,Arizona,13466,High School or Below,F,11432,119,0,Corporate Auto,571,SUV
GQ11852,Oregon,13306,College,F,39017,170,2,Personal Auto,592,SUV
TC29250,California,7350,Bachelor,M,0,108,0,Personal Auto,777,Luxury
HX63408,Arizona,4822,Bachelor,M,73769,61,0,Corporate Auto,121,Four-Door Car
LJ15849,Arizona,3554,Master,F,58557,88,0,Personal Auto,55,Four-Door Car
NC40609,Nevada,3135,College,M,0,91,0,Corporate Auto,707,Four-Door Car
JZ23377,Oregon,57520,College,F,48367,161,0,Personal Auto,772,SUV
TB17648,Arizona,2515,College,M,39718,65,2,Personal Auto,366,Four-Door Car
OP68330,Oregon,7247,College,F,0,96,1,Personal Auto,460,Four-Door Car
GO53814,Oregon,4878,High School or Below,F,43358,61,0,Corporate Auto,400,Two-Door Car
VW11431,California,2971,Bachelor,F,83873,76,1,Personal Auto,218,Two-Door Car
FG96614,California,11302,Doctor,F,22361,95,0,Personal Auto,530,Four-Door Car
KQ98040,California,7996,Bachelor,F,70061,99,0,Corporate Auto,699,Four-Door Car
DP23630,California,7411,High School or Below,M,0,73,0,Personal Auto,525,Four-Door Car
No31089,Arizona,3179,Bachelor,F,65742,79,0,Personal Auto,277,Four-Door Car
TU15769,Washington,22658,Bachelor,M,23665,67,0,Personal Auto,404,Four-Door Car
DA20791,California,3774,College,M,66457,95,0,Personal Auto,456,Four-Door Car
AE89300,Arizona,8224,Bachelor,F,82634,104,0,Personal Auto,324,SUV
UE13511,Oregon,2563,High School or Below,F,0,69,0,Corporate Auto,331,Four-Door Car
MS46793,Oregon,2393,College,M,0,70,0,Personal Auto,425,Four-Door Car
ME22430,Nevada,2453,Bachelor,M,29735,69,0,Personal Auto,331,Four-Door Car
JZ28710,California,5143,College,M,61417,65,0,Personal Auto,206,Two-Door Car
HP80279,Oregon,7378,High School or Below,F,0,105,0,Personal Auto,756,SUV
EH22538,California,2574,High School or Below,M,43846,65,1,Personal Auto,125,Four-Door Car
JP87331,Arizona,22315,High School or Below,M,0,67,0,Personal Auto,482,Four-Door Car
VA89684,Nevada,2430,College,F,33775,61,0,Personal Auto,292,Two-Door Car
XS68865,Oregon,6160,College,M,96988,77,0,Personal Auto,369,Two-Door Car
IZ13533,Arizona,7912,Bachelor,M,0,114,0,Personal Auto,820,Two-Door Car
JB47784,Oregon,5534,Doctor,F,81945,68,0,Personal Auto,47,Four-Door Car
LT79371,Arizona,2382,Bachelor,F,0,65,0,Personal Auto,27,Four-Door Car
DE78840,Nevada,6991,Bachelor,F,19019,186,0,Personal Auto,1003,Luxury
PU25554,Oregon,2885,Bachelor,F,62579,72,0,Personal Auto,326,Four-Door Car
ZI47098,California,41787,High School or Below,F,46587,119,2,Personal Auto,571,Four-Door Car
CN53343,Arizona,2848,Bachelor,F,0,81,0,Personal Auto,583,Four-Door Car
IN18876,Arizona,8123,Bachelor,F,0,78,0,Special Auto,561,Four-Door Car
FV38119,Washington,9661,High School or Below,M,0,135,0,Corporate Auto,648,SUV
YD89516,California,4488,High School or Below,M,0,66,0,Corporate Auto,758,Four-Door Car
BN89470,California,4561,College,M,29327,118,0,Special Auto,627,Four-Door Car
VZ64716,Oregon,11546,Master,M,81081,96,1,Corporate Auto,206,Four-Door Car
FU17577,Oregon,3788,High School or Below,F,0,106,0,Personal Auto,763,SUV
QY37300,Nevada,13502,Master,M,57222,112,1,Personal Auto,297,Luxury
UI84849,Arizona,8563,College,M,91147,107,0,Personal Auto,50,Luxury
MN81810,California,2913,High School or Below,F,76638,73,1,Personal Auto,435,Four-Door Car
XN42396,California,7540,Bachelor,M,29697,64,0,Personal Auto,147,Four-Door Car
VZ13840,Arizona,6950,High School or Below,M,0,61,0,Corporate Auto,301,Four-Door Car
NI27358,Arizona,7255,College,F,67352,181,1,Personal Auto,560,Luxury
LO39834,Oregon,4334,Bachelor,F,23904,123,3,Personal Auto,590,SUV
WX18073,Arizona,6307,Bachelor,M,0,88,2,Personal Auto,422,Four-Door Car
PG27422,California,5904,Bachelor,F,89953,74,0,Corporate Auto,274,Four-Door Car
AX56708,California,4794,High School or Below,M,20862,68,0,Personal Auto,326,Four-Door Car
JI80257,Nevada,9180,College,F,47663,114,0,Personal Auto,103,Luxury
EK95340,Washington,8355,Master,M,49564,105,0,Corporate Auto,661,Four-Door Car
FS67856,California,13869,College,M,28432,118,0,Personal Auto,612,SUV
JX27737,California,13452,College,M,32356,117,2,Personal Auto,428,Two-Door Car
SY81273,Oregon,16798,High School or Below,M,55269,71,0,Personal Auto,340,Two-Door Car
FZ16327,California,8273,College,F,0,116,0,Personal Auto,509,Four-Door Car
XC26395,Oregon,7408,High School or Below,M,76771,95,1,Personal Auto,91,Two-Door Car
HA72996,Nevada,4349,College,F,75648,108,0,Corporate Auto,112,SUV
WP51328,Oregon,4744,Doctor,M,20698,68,5,Personal Auto,248,Two-Door Car
CP47989,Oregon,17208,High School or Below,F,29734,63,0,Corporate Auto,649,Two-Door Car
JO75190,Nevada,8673,Bachelor,M,43963,110,0,Corporate Auto,528,SUV
AP47670,California,2497,High School or Below,M,29465,63,0,Personal Auto,302,Four-Door Car
BT61680,Arizona,32069,High School or Below,F,24851,103,0,Personal Auto,604,SUV
KX23022,Arizona,3312,Bachelor,M,0,107,2,Corporate Auto,770,SUV
KB20508,California,10828,College,M,11033,97,0,Special Auto,511,Two-Door Car
HU89665,Oregon,12128,College,F,20495,61,0,Personal Auto,292,Four-Door Car
HD12841,California,5505,Master,F,95766,68,0,Personal Auto,162,Four-Door Car
AR63478,California,6715,College,M,0,65,0,Corporate Auto,655,Four-Door Car
UP90711,Oregon,2836,Bachelor,F,61029,72,0,Personal Auto,114,Two-Door Car
EK58626,Oregon,3561,Bachelor,M,0,105,0,Personal Auto,504,SUV
CA14631,California,6552,High School or Below,M,56188,86,3,Special Auto,175,Four-Door Car
AU98438,Arizona,2833,Bachelor,F,94812,70,0,Personal Auto,121,Four-Door Car
RD96782,California,5099,Bachelor,F,0,70,1,Personal Auto,336,Two-Door Car
SY66568,Oregon,9415,College,F,55338,116,0,Corporate Auto,556,Two-Door Car
WE52979,California,3644,High School or Below,F,82477,90,0,Personal Auto,432,Two-Door Car
PL56477,Oregon,2927,College,F,20852,73,0,Personal Auto,383,Two-Door Car
XK20264,Washington,9227,High School or Below,F,0,82,0,Personal Auto,296,Two-Door Car
DV57698,Oregon,3148,Doctor,F,0,83,0,Personal Auto,544,Two-Door Car
RD53171,Arizona,3063,College,F,0,95,2,Personal Auto,456,Two-Door Car
PK23339,Arizona,3417,High School or Below,F,72460,85,0,Personal Auto,370,Four-Door Car
GA74551,Oregon,23594,Bachelor,M,76358,66,0,Personal Auto,86,Four-Door Car
BS26376,California,7519,High School or Below,M,96306,95,1,Corporate Auto,185,Four-Door Car
WW74234,Arizona,3969,College,F,49544,101,0,Personal Auto,0,SUV
UA26783,Oregon,4874,High School or Below,M,0,68,0,Personal Auto,609,Two-Door Car
DV38369,California,7261,Bachelor,M,0,101,0,Corporate Auto,727,SUV
ZM42260,Arizona,8005,College,M,63357,101,0,Personal Auto,565,SUV
EB34435,Arizona,2996,High School or Below,M,0,82,0,Corporate Auto,590,Four-Door Car
QY41527,Arizona,4175,Bachelor,M,23060,109,3,Corporate Auto,731,SUV
WG61503,Arizona,8491,Master,M,27781,71,0,Corporate Auto,340,Four-Door Car
TY59969,Arizona,2402,College,M,43246,62,0,Personal Auto,52,Four-Door Car
DO20853,Oregon,4775,High School or Below,F,14254,124,0,Corporate Auto,595,SUV
CD14267,Nevada,4235,College,M,60334,106,0,Corporate Auto,111,Four-Door Car
WL40338,California,5107,Bachelor,F,35625,65,1,Personal Auto,288,Four-Door Car
GV75215,Oregon,13167,Bachelor,F,54684,111,3,Corporate Auto,302,Luxury
CN91738,Oregon,2520,Bachelor,M,56228,65,0,Personal Auto,276,Two-Door Car
UR36951,Oregon,5189,Bachelor,M,82166,134,3,Personal Auto,643,SUV
JU87932,Oregon,2893,Bachelor,F,30406,73,0,Personal Auto,350,Four-Door Car
IR50609,Arizona,3985,Bachelor,M,75007,101,0,Personal Auto,668,Four-Door Car
VI18029,Washington,2414,Bachelor,M,79271,62,4,Personal Auto,232,Four-Door Car
CC46747,Arizona,18688,High School or Below,F,0,76,0,Personal Auto,364,Four-Door Car
ZK58906,California,16589,Bachelor,M,59414,140,0,Personal Auto,65,SUV
SQ70457,Oregon,23331,Bachelor,M,44719,66,0,Personal Auto,316,Four-Door Car
ZA37110,Nevada,4699,Bachelor,F,0,129,2,Personal Auto,291,SUV
HH23204,California,2395,Doctor,F,21986,63,0,Personal Auto,333,Two-Door Car
IE29890,Oregon,8861,High School or Below,F,58480,113,1,Personal Auto,542,SUV
VO25412,Washington,8936,Master,F,37520,74,0,Special Auto,163,Two-Door Car
ME37051,California,7340,Bachelor,M,50165,62,0,Personal Auto,129,Two-Door Car
DL17162,Arizona,26453,College,M,42961,83,0,Personal Auto,398,Four-Door Car
DD27563,Oregon,6342,High School or Below,M,86687,80,0,Personal Auto,274,Four-Door Car
IA27050,Oregon,6560,High School or Below,F,0,93,0,Personal Auto,41,Four-Door Car
UQ63751,Arizona,6687,Bachelor,F,23772,83,0,Personal Auto,100,Four-Door Car
MV26494,California,3681,College,M,0,98,0,Personal Auto,354,Four-Door Car
EN89709,Arizona,2555,Doctor,F,18241,65,0,Personal Auto,151,Two-Door Car
QN68814,Oregon,2373,Bachelor,M,0,65,0,Corporate Auto,312,Two-Door Car
NE70831,California,2732,High School or Below,F,86650,69,2,Personal Auto,323,Two-Door Car
FV72595,Arizona,4703,Bachelor,M,0,137,0,Personal Auto,1554,SUV
VZ81004,Oregon,19259,Master,F,35973,159,0,Personal Auto,763,Luxury
VM89271,Arizona,3844,High School or Below,M,26262,97,0,Personal Auto,465,Four-Door Car
CL97519,California,4683,College,M,25187,121,0,Personal Auto,580,SUV
RN71166,Oregon,5174,High School or Below,F,88081,64,0,Personal Auto,82,Four-Door Car
PJ86059,Oregon,2655,High School or Below,F,83460,66,0,Corporate Auto,443,Four-Door Car
BP34620,California,5615,Bachelor,F,19949,74,1,Corporate Auto,355,Four-Door Car
HI58196,Oregon,3161,College,M,0,92,0,Personal Auto,897,Two-Door Car
OZ58610,Arizona,7575,High School or Below,M,0,109,0,Personal Auto,784,SUV
WC34456,California,3985,Bachelor,F,77739,98,0,Personal Auto,428,Four-Door Car
FC15606,Oregon,9706,College,F,23649,122,0,Personal Auto,535,SUV
UM99946,Arizona,7736,College,M,68980,98,0,Personal Auto,464,Four-Door Car
JG94795,Oregon,4179,Master,F,60010,103,0,Special Auto,494,Four-Door Car
GD93408,California,5759,Bachelor,F,30968,74,1,Corporate Auto,45,Two-Door Car
QO12561,California,4165,High School or Below,M,0,116,0,Personal Auto,556,Four-Door Car
VI12822,Washington,2632,High School or Below,F,99841,65,0,Personal Auto,312,Four-Door Car
CT84535,California,3885,College,M,0,105,0,Personal Auto,504,Four-Door Car
NT36519,California,8161,College,M,32967,105,1,Personal Auto,504,SUV
WT86597,Oregon,13024,Master,M,0,125,0,Personal Auto,900,SUV
ZJ27465,California,14137,College,F,31794,119,0,Personal Auto,571,SUV
QF75939,Washington,3700,High School or Below,F,36710,94,0,Personal Auto,676,Four-Door Car
MC73302,Oregon,5511,Bachelor,F,36267,69,0,Personal Auto,263,Four-Door Car
WE21182,Oregon,5169,High School or Below,M,12430,73,0,Personal Auto,350,Four-Door Car
TD90906,Oregon,6044,High School or Below,F,93715,74,0,Personal Auto,532,Four-Door Car
WB66665,Nevada,4349,College,F,75648,108,0,Corporate Auto,112,SUV
ZP26168,Washington,9688,College,F,24584,66,0,Corporate Auto,279,Four-Door Car
ZG56744,California,5528,Bachelor,M,36088,72,0,Personal Auto,345,Four-Door Car
BO81145,Arizona,7894,Bachelor,M,21723,104,0,Personal Auto,748,SUV
BQ28323,Oregon,5935,High School or Below,F,63833,73,0,Personal Auto,199,Four-Door Car
WD38315,California,4520,College,M,0,61,0,Personal Auto,304,Four-Door Car
IS73434,Arizona,3219,Bachelor,F,45892,81,0,Corporate Auto,388,Four-Door Car
VO94890,Oregon,5935,College,M,90263,74,0,Personal Auto,355,Two-Door Car
ZH43085,Washington,2322,High School or Below,M,0,63,0,Corporate Auto,453,Four-Door Car
HQ10502,Oregon,11692,Bachelor,M,40548,98,0,Personal Auto,470,Four-Door Car
SP46702,Oregon,10175,College,M,0,99,0,Corporate Auto,831,Two-Door Car
JB60515,Washington,2513,High School or Below,M,50450,63,0,Personal Auto,302,Four-Door Car
TK49887,California,2897,College,F,0,85,0,Personal Auto,612,Two-Door Car
EG16813,Arizona,5515,College,F,75963,69,0,Corporate Auto,102,Two-Door Car
SI13406,Arizona,3469,High School or Below,F,32714,87,0,Personal Auto,513,Four-Door Car
WC11272,Oregon,6907,Bachelor,F,42790,87,0,Personal Auto,290,Two-Door Car
TU27563,Oregon,3647,Bachelor,F,20694,94,1,Personal Auto,451,Two-Door Car
IL72707,California,3265,Bachelor,F,25820,82,0,Personal Auto,393,Four-Door Car
DZ62350,California,2514,High School or Below,M,24744,65,0,Personal Auto,312,Four-Door Car
VV82891,Washington,4462,Bachelor,F,0,73,3,Personal Auto,350,Two-Door Car
UQ41461,Washington,4570,Bachelor,F,27538,63,4,Personal Auto,285,Four-Door Car
NI58226,Oregon,2752,High School or Below,F,81280,68,0,Personal Auto,308,Four-Door Car
VA78645,California,2188,College,M,0,67,1,Personal Auto,321,Four-Door Car
UY61301,Nevada,2710,Bachelor,M,0,73,0,Personal Auto,350,Four-Door Car
XC25965,Washington,14754,Bachelor,F,26486,128,1,Personal Auto,614,SUV
EB93628,Oregon,10759,High School or Below,F,0,97,0,Personal Auto,465,Two-Door Car
PK35830,Oregon,12357,Bachelor,M,0,182,0,Personal Auto,1953,Luxury
KY98596,Arizona,5033,Bachelor,M,68331,63,0,Personal Auto,302,Four-Door Car
CI19819,Arizona,2370,High School or Below,M,0,71,1,Personal Auto,511,Two-Door Car
TN82637,Nevada,11236,College,M,21636,64,5,Personal Auto,213,Two-Door Car
FA90739,Oregon,12476,High School or Below,M,0,121,0,Corporate Auto,871,SUV
FD62224,Oregon,14641,College,F,0,133,0,Personal Auto,1386,SUV
KE45653,California,4731,Bachelor,F,0,64,0,Personal Auto,307,Four-Door Car
FC10193,Washington,10620,College,F,35601,69,0,Personal Auto,249,Four-Door Car
DO48835,Oregon,13478,High School or Below,M,0,198,1,Corporate Auto,1425,Luxury
VK44934,California,8873,College,M,28558,119,4,Personal Auto,797,SUV
